Date,Day of week,Month,Season,Total Hospital Beds,Beds Occupied,Occupancy Rate (%),Daily Admissions,Daily Discharges,Emergency Admissions,ICU Admissions,Department,Public Holiday Indicator,Special Event Indicator,Staff Availability,Average Length of Stay,Year,net_bed_change
2022-01-26,Wednesday,January,Winter,258,227,87.98,38,26,10,5,Pediatrics,Yes,No,76,6.1,2022,12
2022-01-27,Thursday,January,Winter,391,344,87.98,86,90,24,11,Emergency,No,No,94,0.9,2022,-4
2022-01-28,Friday,January,Winter,187,160,85.56,110,95,58,15,General Medicine,No,No,93,6.3,2022,15
2022-01-29,Saturday,January,Winter,442,375,84.84,99,94,28,16,Cardiology,No,No,96,7.3,2022,5
2022-01-30,Sunday,January,Winter,326,280,85.89,38,44,16,3,Orthopedics,No,No,81,2.8,2022,-6
2022-01-31,Monday,January,Winter,395,284,71.9,67,77,20,12,Emergency,No,No,98,2.5,2022,-10
2022-02-01,Tuesday,February,Winter,202,143,70.79,102,89,34,7,Orthopedics,No,No,88,6.3,2022,13
2022-02-02,Wednesday,February,Winter,327,281,85.93,90,80,28,4,ICU,No,No,92,7.9,2022,10
2022-02-03,Thursday,February,Winter,321,211,65.73,107,105,40,11,General Medicine,No,No,85,3.5,2022,2
2022-02-04,Friday,February,Winter,407,366,89.93,51,44,18,3,Maternity,No,No,88,2.4,2022,7
2022-02-05,Saturday,February,Winter,392,321,81.89,95,80,50,6,Cardiology,No,No,97,3.9,2022,15
2022-02-06,Sunday,February,Winter,409,331,80.93,25,28,11,1,Surgery,No,No,80,5.9,2022,-3
2022-02-07,Monday,February,Winter,232,174,75.0,107,92,31,18,Surgery,No,No,94,6.0,2022,15
2022-02-08,Tuesday,February,Winter,254,205,80.71,53,58,29,4,Orthopedics,No,No,90,6.5,2022,-5
2022-02-09,Wednesday,February,Winter,441,330,74.83,31,21,11,3,General Medicine,No,No,89,3.0,2022,10
2022-02-10,Thursday,February,Winter,280,260,92.86,113,102,39,18,Maternity,No,No,82,3.5,2022,11
2022-02-11,Friday,February,Winter,351,298,84.9,86,91,40,15,Surgery,No,No,92,8.8,2022,-5
2022-02-12,Saturday,February,Winter,385,265,68.83,65,54,23,4,General Medicine,No,No,100,5.9,2022,11
2022-02-13,Sunday,February,Winter,257,213,82.88,110,116,35,7,General Medicine,No,No,90,5.3,2022,-6
2022-02-14,Monday,February,Winter,388,256,65.98,29,30,14,4,Maternity,No,No,96,4.4,2022,-1
2022-02-15,Tuesday,February,Winter,407,280,68.8,110,108,40,9,ICU,No,No,81,13.5,2022,2
2022-02-16,Wednesday,February,Winter,442,318,71.95,29,30,10,3,ICU,No,No,87,13.6,2022,-1
2022-02-17,Thursday,February,Winter,241,207,85.89,99,90,37,12,Maternity,No,No,83,1.5,2022,9
2022-02-18,Friday,February,Winter,296,222,75.0,26,30,12,1,Maternity,No,No,84,3.4,2022,-4
2022-02-19,Saturday,February,Winter,318,254,79.87,37,26,12,4,Cardiology,No,No,95,6.4,2022,11
2022-02-20,Sunday,February,Winter,277,199,71.84,47,34,22,3,Emergency,No,No,87,1.3,2022,13
2022-02-21,Monday,February,Winter,205,137,66.83,58,53,30,9,Cardiology,No,No,83,2.0,2022,5
2022-02-22,Tuesday,February,Winter,355,262,73.8,114,105,29,9,ICU,No,No,81,7.0,2022,9
2022-02-23,Wednesday,February,Winter,195,161,82.56,27,13,14,4,Pediatrics,No,No,91,6.8,2022,14
2022-02-24,Thursday,February,Winter,198,176,88.89,113,104,59,18,Emergency,No,No,88,1.5,2022,9
2022-02-25,Friday,February,Winter,403,330,81.89,95,95,27,6,Surgery,No,No,83,6.1,2022,0
2022-02-26,Saturday,February,Winter,426,353,82.86,84,79,29,9,Cardiology,No,No,96,5.2,2022,5
2022-02-27,Sunday,February,Winter,204,161,78.92,46,43,13,4,Maternity,No,No,89,2.4,2022,3
2022-02-28,Monday,February,Winter,285,270,94.74,70,67,31,8,Maternity,No,No,90,3.6,2022,3
2022-03-01,Tuesday,March,Spring,366,263,71.86,30,28,16,2,Maternity,No,No,87,2.4,2022,2
2022-03-02,Wednesday,March,Spring,365,237,64.93,59,66,15,5,Emergency,No,No,88,1.6,2022,-7
2022-03-03,Thursday,March,Spring,252,239,94.84,81,83,20,10,Maternity,No,No,100,4.5,2022,-2
2022-03-04,Friday,March,Spring,298,268,89.93,69,75,34,9,Maternity,No,Yes,84,2.4,2022,-6
2022-03-05,Saturday,March,Spring,286,220,76.92,29,30,8,2,Orthopedics,No,No,100,2.7,2022,-1
2022-03-06,Sunday,March,Spring,429,313,72.96,95,102,41,13,Orthopedics,No,No,85,5.4,2022,-7
2022-03-07,Monday,March,Spring,400,284,71.0,54,50,23,8,Surgery,Yes,No,70,7.0,2022,4
2022-03-08,Tuesday,March,Spring,185,149,80.54,108,118,34,9,Orthopedics,No,No,87,2.0,2022,-10
2022-03-09,Wednesday,March,Spring,411,304,73.97,113,112,48,11,Cardiology,No,No,81,4.8,2022,1
2022-03-10,Thursday,March,Spring,300,213,71.0,57,62,19,8,Cardiology,No,No,93,4.2,2022,-5
2022-03-11,Friday,March,Spring,342,256,74.85,68,78,37,8,Orthopedics,No,No,98,2.2,2022,-10
2022-03-12,Saturday,March,Spring,206,168,81.55,45,45,21,4,Maternity,No,No,92,1.9,2022,0
2022-03-13,Sunday,March,Spring,187,157,83.96,74,68,29,3,General Medicine,No,No,82,2.8,2022,6
2022-03-14,Monday,March,Spring,219,197,89.95,28,36,13,2,Pediatrics,No,No,85,3.6,2022,-8
2022-03-15,Tuesday,March,Spring,400,268,67.0,50,45,24,4,Cardiology,No,No,95,4.4,2022,5
2022-03-16,Wednesday,March,Spring,321,240,74.77,80,72,31,9,Emergency,No,No,86,1.4,2022,8
2022-03-17,Thursday,March,Spring,279,200,71.68,29,14,13,5,Emergency,No,No,80,0.8,2022,15
2022-03-18,Friday,March,Spring,372,349,93.82,75,68,41,9,Maternity,Yes,No,82,1.5,2022,7
2022-03-19,Saturday,March,Spring,349,289,82.81,30,32,13,4,Cardiology,No,No,86,4.6,2022,-2
2022-03-20,Sunday,March,Spring,246,194,78.86,47,53,25,2,Emergency,No,No,95,0.8,2022,-6
2022-03-21,Monday,March,Spring,424,292,68.87,109,118,44,5,ICU,No,Yes,90,12.1,2022,-9
2022-03-22,Tuesday,March,Spring,274,238,86.86,96,94,49,14,Maternity,No,No,98,3.5,2022,2
2022-03-23,Wednesday,March,Spring,320,233,72.81,77,86,30,4,Surgery,No,No,88,4.3,2022,-9
2022-03-24,Thursday,March,Spring,233,219,93.99,67,55,26,12,Surgery,No,No,91,6.3,2022,12
2022-03-25,Friday,March,Spring,366,237,64.75,110,97,43,10,Pediatrics,No,No,99,7.2,2022,13
2022-03-26,Saturday,March,Spring,404,307,75.99,112,106,35,18,Orthopedics,No,No,94,5.3,2022,6
2022-03-27,Sunday,March,Spring,352,285,80.97,114,112,58,15,Orthopedics,No,No,93,3.7,2022,2
2022-03-28,Monday,March,Spring,426,400,93.9,96,102,40,16,Surgery,No,No,81,5.1,2022,-6
2022-03-29,Tuesday,March,Spring,271,203,74.91,76,70,36,9,General Medicine,No,No,90,6.0,2022,6
2022-03-30,Wednesday,March,Spring,352,249,70.74,84,71,34,7,Cardiology,No,No,97,6.0,2022,13
2022-03-31,Thursday,March,Spring,334,230,68.86,67,73,24,5,Maternity,No,No,88,3.7,2022,-6
2022-04-01,Friday,April,Spring,209,158,75.6,108,100,58,8,Orthopedics,No,No,81,5.9,2022,8
2022-04-02,Saturday,April,Spring,322,286,88.82,39,47,9,2,Surgery,No,No,98,6.8,2022,-8
2022-04-03,Sunday,April,Spring,263,244,92.78,27,17,12,3,Emergency,No,No,86,0.9,2022,10
2022-04-04,Monday,April,Spring,342,232,67.84,66,64,24,5,Cardiology,No,No,100,3.1,2022,2
2022-04-05,Tuesday,April,Spring,272,236,86.76,85,89,45,6,Surgery,No,No,94,8.4,2022,-4
2022-04-06,Wednesday,April,Spring,217,156,71.89,99,92,45,11,Orthopedics,No,No,94,5.0,2022,7
2022-04-07,Thursday,April,Spring,180,131,72.78,58,68,15,2,General Medicine,No,No,82,4.0,2022,-10
2022-04-08,Friday,April,Spring,232,153,65.95,52,57,19,9,General Medicine,No,No,88,4.3,2022,-5
2022-04-09,Saturday,April,Spring,200,170,85.0,81,80,26,7,Orthopedics,No,No,93,4.2,2022,1
2022-04-10,Sunday,April,Spring,367,293,79.84,114,105,57,11,Pediatrics,No,No,88,7.2,2022,9
2022-04-11,Monday,April,Spring,280,212,75.71,36,22,14,6,Emergency,No,No,89,1.4,2022,14
2022-04-12,Tuesday,April,Spring,311,248,79.74,39,32,20,2,Surgery,No,No,95,3.5,2022,7
2022-04-13,Wednesday,April,Spring,409,274,66.99,38,43,13,4,Emergency,No,No,87,1.6,2022,-5
2022-04-14,Thursday,April,Spring,211,158,74.88,88,89,38,4,Pediatrics,No,No,87,3.8,2022,-1
2022-04-15,Friday,April,Spring,397,353,88.92,42,32,10,3,Surgery,Yes,No,71,8.5,2022,10
2022-04-16,Saturday,April,Spring,212,186,87.74,46,41,21,7,Orthopedics,No,No,92,5.4,2022,5
2022-04-17,Sunday,April,Spring,185,129,69.73,58,64,24,6,Surgery,No,No,98,3.7,2022,-6
2022-04-18,Monday,April,Spring,286,211,73.78,80,87,42,8,Emergency,No,No,95,0.9,2022,-7
2022-04-19,Tuesday,April,Spring,434,308,70.97,72,75,27,4,ICU,No,No,94,6.7,2022,-3
2022-04-20,Wednesday,April,Spring,423,304,71.87,91,101,39,12,Surgery,No,No,87,5.0,2022,-10
2022-04-21,Thursday,April,Spring,309,244,78.96,52,38,26,9,Pediatrics,No,No,86,7.5,2022,14
2022-04-22,Friday,April,Spring,399,291,72.93,72,82,31,6,ICU,No,Yes,80,11.5,2022,-10
2022-04-23,Saturday,April,Spring,291,226,77.66,39,40,20,2,Cardiology,No,No,81,3.3,2022,-1
2022-04-24,Sunday,April,Spring,435,374,85.98,97,101,41,10,ICU,No,No,88,8.1,2022,-4
2022-04-25,Monday,April,Spring,364,276,75.82,56,59,16,7,Cardiology,No,No,80,6.0,2022,-3
2022-04-26,Tuesday,April,Spring,445,382,85.84,107,108,44,6,Pediatrics,No,No,95,2.3,2022,-1
2022-04-27,Wednesday,April,Spring,431,331,76.8,44,33,18,3,Surgery,No,No,95,4.4,2022,11
2022-04-28,Thursday,April,Spring,358,261,72.91,98,107,40,7,Surgery,No,No,89,5.9,2022,-9
2022-04-29,Friday,April,Spring,414,356,85.99,68,64,33,4,Cardiology,No,No,81,5.8,2022,4
2022-04-30,Saturday,April,Spring,312,283,90.71,98,102,53,4,Surgery,No,No,86,8.7,2022,-4
2022-05-01,Sunday,May,Spring,402,361,89.8,112,120,54,12,Emergency,No,No,80,2.0,2022,-8
2022-05-02,Monday,May,Spring,252,204,80.95,45,50,15,4,Surgery,No,No,84,8.0,2022,-5
2022-05-03,Tuesday,May,Spring,371,345,92.99,98,97,32,4,Emergency,No,No,90,0.7,2022,1
2022-05-04,Wednesday,May,Spring,320,300,93.75,43,45,17,6,Cardiology,No,No,90,6.6,2022,-2
2022-05-05,Thursday,May,Spring,185,148,80.0,86,71,37,6,ICU,No,No,80,9.3,2022,15
2022-05-06,Friday,May,Spring,422,379,89.81,102,89,56,9,ICU,No,No,81,10.7,2022,13
2022-05-07,Saturday,May,Spring,354,307,86.72,43,33,12,4,Pediatrics,No,No,83,5.2,2022,10
2022-05-08,Sunday,May,Spring,390,265,67.95,56,44,20,5,ICU,No,No,86,11.4,2022,12
2022-05-09,Monday,May,Spring,310,217,70.0,47,36,13,2,Cardiology,No,No,89,7.1,2022,11
2022-05-10,Tuesday,May,Spring,285,228,80.0,63,61,26,7,General Medicine,No,No,90,4.1,2022,2
2022-05-11,Wednesday,May,Spring,258,227,87.98,97,97,47,11,Orthopedics,No,No,96,2.0,2022,0
2022-05-12,Thursday,May,Spring,317,218,68.77,96,105,36,13,Emergency,No,No,89,1.2,2022,-9
2022-05-13,Friday,May,Spring,321,285,88.79,41,26,19,3,Maternity,No,No,88,3.2,2022,15
2022-05-14,Saturday,May,Spring,238,166,69.75,42,41,20,3,Pediatrics,No,No,100,3.0,2022,1
2022-05-15,Sunday,May,Spring,199,157,78.89,82,72,40,12,Emergency,No,No,86,1.8,2022,10
2022-05-16,Monday,May,Spring,307,282,91.86,113,120,51,5,Emergency,No,No,81,2.1,2022,-7
2022-05-17,Tuesday,May,Spring,450,418,92.89,32,37,13,5,Surgery,No,Yes,90,4.5,2022,-5
2022-05-18,Wednesday,May,Spring,401,328,81.8,50,35,12,3,Surgery,No,No,83,5.1,2022,15
2022-05-19,Thursday,May,Spring,257,208,80.93,114,110,29,19,Cardiology,No,No,95,4.0,2022,4
2022-05-20,Friday,May,Spring,406,284,69.95,77,81,41,8,Orthopedics,No,No,91,7.4,2022,-4
2022-05-21,Saturday,May,Spring,292,219,75.0,33,43,13,2,Orthopedics,No,No,91,7.4,2022,-10
2022-05-22,Sunday,May,Spring,242,220,90.91,107,106,56,5,Surgery,No,No,88,6.7,2022,1
2022-05-23,Monday,May,Spring,196,131,66.84,37,35,14,6,ICU,No,No,95,8.4,2022,2
2022-05-24,Tuesday,May,Spring,432,367,84.95,56,62,18,6,Surgery,No,No,95,5.7,2022,-6
2022-05-25,Wednesday,May,Spring,231,198,85.71,57,67,31,2,General Medicine,No,No,100,4.1,2022,-10
2022-05-26,Thursday,May,Spring,437,375,85.81,92,95,35,10,Cardiology,No,No,83,2.5,2022,-3
2022-05-27,Friday,May,Spring,430,279,64.88,94,84,47,7,Pediatrics,No,No,83,4.1,2022,10
2022-05-28,Saturday,May,Spring,227,186,81.94,94,101,31,13,Cardiology,No,No,84,2.5,2022,-7
2022-05-29,Sunday,May,Spring,449,336,74.83,103,109,55,14,Cardiology,No,No,98,6.8,2022,-6
2022-05-30,Monday,May,Spring,281,205,72.95,113,122,35,17,Emergency,No,No,81,1.5,2022,-9
2022-05-31,Tuesday,May,Spring,330,217,65.76,113,98,62,17,Orthopedics,No,No,86,3.7,2022,15
2022-06-01,Wednesday,June,Summer,417,379,90.89,80,77,33,10,Cardiology,No,No,87,5.4,2022,3
2022-06-02,Thursday,June,Summer,200,152,76.0,52,53,24,5,Cardiology,No,No,91,4.3,2022,-1
2022-06-03,Friday,June,Summer,435,382,87.82,92,94,45,7,Orthopedics,No,No,80,3.9,2022,-2
2022-06-04,Saturday,June,Summer,226,164,72.57,74,66,24,9,General Medicine,No,No,100,5.8,2022,8
2022-06-05,Sunday,June,Summer,349,265,75.93,91,94,24,7,Orthopedics,Yes,No,83,4.7,2022,-3
2022-06-06,Monday,June,Summer,223,211,94.62,71,56,18,8,Pediatrics,No,No,98,4.0,2022,15
2022-06-07,Tuesday,June,Summer,247,177,71.66,40,27,10,5,ICU,No,No,83,10.1,2022,13
2022-06-08,Wednesday,June,Summer,376,270,71.81,44,49,14,4,Emergency,No,No,96,2.4,2022,-5
2022-06-09,Thursday,June,Summer,251,188,74.9,57,63,24,6,Pediatrics,No,Yes,80,7.2,2022,-6
2022-06-10,Friday,June,Summer,268,222,82.84,114,115,57,17,Maternity,No,No,95,4.2,2022,-1
2022-06-11,Saturday,June,Summer,396,344,86.87,92,99,42,10,Orthopedics,No,No,95,3.0,2022,-7
2022-06-12,Sunday,June,Summer,217,158,72.81,48,48,25,2,Surgery,No,Yes,86,5.7,2022,0
2022-06-13,Monday,June,Summer,444,355,79.95,80,88,29,14,Pediatrics,No,No,93,3.0,2022,-8
2022-06-14,Tuesday,June,Summer,254,231,90.94,94,80,33,5,Surgery,No,No,94,5.9,2022,14
2022-06-15,Wednesday,June,Summer,436,396,90.83,64,53,27,6,Maternity,No,No,93,2.9,2022,11
2022-06-16,Thursday,June,Summer,437,371,84.9,109,100,44,16,Surgery,Yes,No,72,7.0,2022,9
2022-06-17,Friday,June,Summer,442,397,89.82,52,52,14,3,Pediatrics,No,No,91,7.5,2022,0
2022-06-18,Saturday,June,Summer,314,238,75.8,104,97,29,6,ICU,No,No,86,6.6,2022,7
2022-06-19,Sunday,June,Summer,186,130,69.89,79,78,22,14,Emergency,No,No,99,2.5,2022,1
2022-06-20,Monday,June,Summer,412,309,75.0,45,38,18,7,Surgery,No,No,80,5.3,2022,7
2022-06-21,Tuesday,June,Summer,259,225,86.87,89,78,22,10,Cardiology,No,No,98,2.6,2022,11
2022-06-22,Wednesday,June,Summer,412,350,84.95,46,42,19,5,Surgery,No,No,85,3.8,2022,4
2022-06-23,Thursday,June,Summer,448,291,64.96,94,85,35,11,Cardiology,No,No,99,3.9,2022,9
2022-06-24,Friday,June,Summer,286,191,66.78,68,66,35,11,Orthopedics,No,No,90,7.3,2022,2
2022-06-25,Saturday,June,Summer,381,339,88.98,87,96,33,6,Surgery,No,No,91,3.5,2022,-9
2022-06-26,Sunday,June,Summer,358,289,80.73,87,81,34,10,General Medicine,No,No,81,4.7,2022,6
2022-06-27,Monday,June,Summer,343,325,94.75,62,60,21,4,Surgery,Yes,No,84,3.7,2022,2
2022-06-28,Tuesday,June,Summer,352,228,64.77,96,95,51,16,Pediatrics,Yes,No,75,4.1,2022,1
2022-06-29,Wednesday,June,Summer,369,273,73.98,93,91,50,7,Pediatrics,No,Yes,79,6.4,2022,2
2022-06-30,Thursday,June,Summer,227,158,69.6,87,95,37,15,Surgery,No,No,87,5.9,2022,-8
2022-07-01,Friday,July,Summer,235,206,87.66,44,52,20,6,General Medicine,No,No,97,3.8,2022,-8
2022-07-02,Saturday,July,Summer,364,265,72.8,45,31,20,8,Orthopedics,No,No,83,3.7,2022,14
2022-07-03,Sunday,July,Summer,413,268,64.89,101,109,39,16,ICU,No,No,89,5.9,2022,-8
2022-07-04,Monday,July,Summer,187,153,81.82,80,69,35,4,Cardiology,No,No,92,2.8,2022,11
2022-07-05,Tuesday,July,Summer,216,205,94.91,78,79,19,3,Pediatrics,No,No,93,6.3,2022,-1
2022-07-06,Wednesday,July,Summer,374,306,81.82,58,68,30,7,General Medicine,No,No,81,2.5,2022,-10
2022-07-07,Thursday,July,Summer,296,204,68.92,60,49,15,5,Surgery,No,No,99,6.0,2022,11
2022-07-08,Friday,July,Summer,376,255,67.82,41,40,13,4,Orthopedics,No,No,96,2.8,2022,1
2022-07-09,Saturday,July,Summer,402,321,79.85,96,87,50,6,Pediatrics,No,No,93,7.1,2022,9
2022-07-10,Sunday,July,Summer,414,347,83.82,99,108,27,11,General Medicine,No,No,91,6.2,2022,-9
2022-07-11,Monday,July,Summer,334,280,83.83,39,28,18,1,Emergency,No,No,100,1.5,2022,11
2022-07-12,Tuesday,July,Summer,246,201,81.71,97,95,42,8,Orthopedics,No,No,80,5.8,2022,2
2022-07-13,Wednesday,July,Summer,312,234,75.0,71,61,25,11,Pediatrics,No,No,96,3.1,2022,10
2022-07-14,Thursday,July,Summer,332,298,89.76,35,22,17,5,Surgery,No,No,85,5.4,2022,13
2022-07-15,Friday,July,Summer,309,268,86.73,78,68,39,7,Pediatrics,No,No,94,3.9,2022,10
2022-07-16,Saturday,July,Summer,364,305,83.79,40,36,14,3,Pediatrics,No,Yes,91,3.2,2022,4
2022-07-17,Sunday,July,Summer,183,148,80.87,69,74,32,4,Cardiology,No,No,86,4.5,2022,-5
2022-07-18,Monday,July,Summer,433,294,67.9,105,91,41,7,ICU,No,No,91,13.0,2022,14
2022-07-19,Tuesday,July,Summer,440,374,85.0,30,37,8,5,General Medicine,No,No,91,4.1,2022,-7
2022-07-20,Wednesday,July,Summer,346,287,82.95,103,92,39,13,Surgery,No,No,97,6.2,2022,11
2022-07-21,Thursday,July,Summer,340,221,65.0,95,100,30,16,Emergency,Yes,No,74,1.8,2022,-5
2022-07-22,Friday,July,Summer,315,289,91.75,50,40,13,4,General Medicine,No,No,87,6.0,2022,10
2022-07-23,Saturday,July,Summer,445,404,90.79,34,19,16,4,General Medicine,No,No,83,5.4,2022,15
2022-07-24,Sunday,July,Summer,417,304,72.9,29,29,11,1,Maternity,No,No,83,3.6,2022,0
2022-07-25,Monday,July,Summer,372,271,72.85,33,40,16,2,Maternity,No,No,89,4.5,2022,-7
2022-07-26,Tuesday,July,Summer,276,179,64.86,104,109,50,18,Surgery,No,Yes,82,6.4,2022,-5
2022-07-27,Wednesday,July,Summer,241,212,87.97,74,74,32,6,Cardiology,No,No,81,2.4,2022,0
2022-07-28,Thursday,July,Summer,316,293,92.72,111,98,29,19,ICU,No,No,95,9.0,2022,13
2022-07-29,Friday,July,Summer,351,312,88.89,37,22,11,2,Emergency,No,No,85,1.0,2022,15
2022-07-30,Saturday,July,Summer,249,194,77.91,35,30,8,1,Pediatrics,No,No,98,3.7,2022,5
2022-07-31,Sunday,July,Summer,411,361,87.83,67,63,30,9,General Medicine,No,Yes,92,4.3,2022,4
2022-08-01,Monday,August,Summer,203,190,93.6,99,85,48,7,ICU,No,No,84,8.9,2022,14
2022-08-02,Tuesday,August,Summer,220,191,86.82,97,83,45,8,Emergency,No,No,100,1.1,2022,14
2022-08-03,Wednesday,August,Summer,296,275,92.91,113,117,30,14,Surgery,No,No,92,6.4,2022,-4
2022-08-04,Thursday,August,Summer,201,174,86.57,103,100,41,6,Orthopedics,No,No,98,6.9,2022,3
2022-08-05,Friday,August,Summer,240,194,80.83,54,40,14,5,Surgery,No,No,91,7.2,2022,14
2022-08-06,Saturday,August,Summer,300,222,74.0,33,25,16,2,Orthopedics,No,No,100,7.0,2022,8
2022-08-07,Sunday,August,Summer,414,314,75.85,99,87,44,17,Emergency,No,No,90,2.5,2022,12
2022-08-08,Monday,August,Summer,241,161,66.8,89,94,44,8,Surgery,No,Yes,92,4.4,2022,-5
2022-08-09,Tuesday,August,Summer,364,262,71.98,54,42,28,5,Orthopedics,No,No,90,5.0,2022,12
2022-08-10,Wednesday,August,Summer,374,269,71.93,39,32,9,1,Emergency,No,No,86,2.4,2022,7
2022-08-11,Thursday,August,Summer,343,294,85.71,110,114,60,11,ICU,Yes,No,79,8.9,2022,-4
2022-08-12,Friday,August,Summer,319,252,79.0,81,91,40,10,Surgery,No,No,84,6.2,2022,-10
2022-08-13,Saturday,August,Summer,260,171,65.77,72,59,28,4,Cardiology,No,No,97,5.7,2022,13
2022-08-14,Sunday,August,Summer,235,185,78.72,101,105,52,10,ICU,No,No,100,11.9,2022,-4
2022-08-15,Monday,August,Summer,226,169,74.78,99,107,37,5,Surgery,No,No,83,4.0,2022,-8
2022-08-16,Tuesday,August,Summer,244,168,68.85,65,60,23,3,Emergency,No,No,87,1.6,2022,5
2022-08-17,Wednesday,August,Summer,418,305,72.97,54,51,18,8,General Medicine,No,No,97,3.2,2022,3
2022-08-18,Thursday,August,Summer,304,267,87.83,104,94,45,11,Emergency,No,No,99,2.0,2022,10
2022-08-19,Friday,August,Summer,386,258,66.84,91,86,30,8,Surgery,Yes,No,68,7.3,2022,5
2022-08-20,Saturday,August,Summer,321,279,86.92,102,93,36,18,Pediatrics,No,No,96,2.1,2022,9
2022-08-21,Sunday,August,Summer,273,207,75.82,34,33,16,3,ICU,No,No,92,10.2,2022,1
2022-08-22,Monday,August,Summer,370,325,87.84,27,29,12,3,Cardiology,No,No,99,3.4,2022,-2
2022-08-23,Tuesday,August,Summer,185,162,87.57,30,40,14,1,Maternity,No,No,88,1.9,2022,-10
2022-08-24,Wednesday,August,Summer,291,200,68.73,78,66,20,11,Orthopedics,No,Yes,89,3.0,2022,12
2022-08-25,Thursday,August,Summer,359,319,88.86,61,64,16,3,General Medicine,No,No,86,7.0,2022,-3
2022-08-26,Friday,August,Summer,448,313,69.87,68,53,35,10,General Medicine,No,No,95,5.4,2022,15
2022-08-27,Saturday,August,Summer,435,382,87.82,42,52,13,4,Surgery,No,No,83,7.3,2022,-10
2022-08-28,Sunday,August,Summer,417,366,87.77,32,36,13,3,Surgery,No,No,82,4.5,2022,-4
2022-08-29,Monday,August,Summer,349,251,71.92,113,101,34,8,ICU,No,No,98,10.9,2022,12
2022-08-30,Tuesday,August,Summer,291,270,92.78,67,77,20,10,Surgery,No,No,100,7.2,2022,-10
2022-08-31,Wednesday,August,Summer,223,162,72.65,107,113,41,19,Orthopedics,No,No,96,5.7,2022,-6
2022-09-01,Thursday,September,Autumn,447,353,78.97,40,40,20,7,Orthopedics,No,No,96,2.4,2022,0
2022-09-02,Friday,September,Autumn,380,273,71.84,101,104,40,9,Maternity,No,No,91,1.9,2022,-3
2022-09-03,Saturday,September,Autumn,353,314,88.95,79,77,37,9,General Medicine,No,No,96,5.9,2022,2
2022-09-04,Sunday,September,Autumn,224,188,83.93,75,82,32,7,Maternity,No,No,84,4.3,2022,-7
2022-09-05,Monday,September,Autumn,203,172,84.73,55,40,28,5,Emergency,No,No,89,0.7,2022,15
2022-09-06,Tuesday,September,Autumn,283,192,67.84,32,25,16,2,ICU,No,No,85,10.8,2022,7
2022-09-07,Wednesday,September,Autumn,210,159,75.71,96,82,42,7,Surgery,No,No,82,5.7,2022,14
2022-09-08,Thursday,September,Autumn,424,301,70.99,105,93,38,8,General Medicine,No,No,86,5.4,2022,12
2022-09-09,Friday,September,Autumn,218,159,72.94,82,71,39,11,Orthopedics,No,No,89,4.3,2022,11
2022-09-10,Saturday,September,Autumn,218,152,69.72,113,119,39,8,Emergency,No,No,80,0.8,2022,-6
2022-09-11,Sunday,September,Autumn,234,196,83.76,59,58,19,5,Orthopedics,No,No,82,6.6,2022,1
2022-09-12,Monday,September,Autumn,231,191,82.68,96,81,52,10,Pediatrics,No,No,98,3.5,2022,15
2022-09-13,Tuesday,September,Autumn,298,283,94.97,110,116,27,18,Cardiology,No,No,100,2.1,2022,-6
2022-09-14,Wednesday,September,Autumn,289,196,67.82,30,19,13,5,Pediatrics,Yes,No,77,3.9,2022,11
2022-09-15,Thursday,September,Autumn,328,265,80.79,55,50,27,2,Emergency,No,No,86,0.8,2022,5
2022-09-16,Friday,September,Autumn,424,326,76.89,95,87,35,13,Pediatrics,No,No,94,4.2,2022,8
2022-09-17,Saturday,September,Autumn,240,165,68.75,74,60,36,12,Cardiology,No,No,81,6.7,2022,14
2022-09-18,Sunday,September,Autumn,446,347,77.8,67,63,22,7,Maternity,No,No,83,1.6,2022,4
2022-09-19,Monday,September,Autumn,365,313,85.75,31,26,7,1,Cardiology,No,No,99,4.7,2022,5
2022-09-20,Tuesday,September,Autumn,413,342,82.81,45,31,16,8,General Medicine,No,No,99,2.3,2022,14
2022-09-21,Wednesday,September,Autumn,351,326,92.88,44,46,12,7,Cardiology,No,No,95,3.7,2022,-2
2022-09-22,Thursday,September,Autumn,339,254,74.93,30,22,9,2,Maternity,No,No,94,2.3,2022,8
2022-09-23,Friday,September,Autumn,404,343,84.9,59,50,28,4,Maternity,No,No,96,1.5,2022,9
2022-09-24,Saturday,September,Autumn,184,143,77.72,73,64,35,10,Orthopedics,No,No,87,3.9,2022,9
2022-09-25,Sunday,September,Autumn,287,226,78.75,55,48,24,2,Pediatrics,No,No,97,4.4,2022,7
2022-09-26,Monday,September,Autumn,214,203,94.86,39,37,10,1,General Medicine,No,No,100,7.3,2022,2
2022-09-27,Tuesday,September,Autumn,315,211,66.98,83,74,36,10,Emergency,No,No,83,2.0,2022,9
2022-09-28,Wednesday,September,Autumn,270,205,75.93,70,61,35,6,General Medicine,No,No,87,5.3,2022,9
2022-09-29,Thursday,September,Autumn,294,223,75.85,58,49,14,2,Surgery,No,No,95,6.3,2022,9
2022-09-30,Friday,September,Autumn,307,270,87.95,110,113,42,5,Surgery,No,No,98,4.9,2022,-3
2022-10-01,Saturday,October,Autumn,382,301,78.8,51,58,22,9,Maternity,No,No,86,4.0,2022,-7
2022-10-02,Sunday,October,Autumn,345,258,74.78,34,40,17,3,Pediatrics,No,No,89,5.2,2022,-6
